timestamp,__name__,application,instance,job,value
2024-12-03 10:32:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0001259022998153433
2024-12-03 10:33:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00037666359755587176
2024-12-03 10:34:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0005008556283651237
2024-12-03 10:35:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00041783311745288926
2024-12-03 10:36:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025092004014720643
2024-12-03 10:37:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0001671891327063741
2024-12-03 10:38:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002087334056942473
2024-12-03 10:39:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0001251773345572895
2024-12-03 10:40:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025080466496676837
2024-12-03 10:41:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0001669100771959107
2024-12-03 10:42:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00020879442101307054
2024-12-03 10:43:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00033425252778474136
2024-12-03 10:44:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029259321183748533
2024-12-03 10:45:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025075225677031093
2024-12-03 10:46:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.000459328545181226
2024-12-03 10:47:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00041839253587715994
2024-12-03 10:48:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00020889910173386254
2024-12-03 10:49:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00016682654210284855
2024-12-03 10:50:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00020870726718704347
2024-12-03 10:51:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002087944210130705
2024-12-03 10:52:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.000292141396435875
2024-12-03 10:53:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025033377837116157
2024-12-03 10:54:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025060563027316015
2024-12-03 10:55:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002087944210130705
2024-12-03 10:56:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029249540364365706
2024-12-03 10:57:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003337783711615487
2024-12-03 10:58:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002505951635133442
2024-12-03 10:59:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002921170137294997
2024-12-03 11:00:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025065797719012406
2024-12-03 11:01:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0006276675872457946
2024-12-03 11:02:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.000418007774944614
2024-12-03 11:03:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029287477511401197
2024-12-03 11:04:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029287477511401197
2024-12-03 11:05:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029287477511401197
2024-12-03 11:06:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029287477511401197
2024-12-03 11:07:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029287477511401197
2024-12-03 11:11:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00016688918558077436
2024-12-03 11:12:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00041904123365739187
2024-12-03 11:13:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002084462417142619
2024-12-03 11:14:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00037720033528918694
2024-12-03 11:15:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00041860270417346895
2024-12-03 11:16:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003345040976751965
2024-12-03 11:17:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00041722296395193593
2024-12-03 11:18:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00037678975131876413
2024-12-03 11:19:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003763485824203396
2024-12-03 11:20:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003761283851554664
2024-12-03 11:21:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003761283851554664
2024-12-03 11:22:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003761283851554664
2024-12-03 11:23:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003761283851554664
2024-12-03 11:24:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003761283851554664
2024-12-03 12:01:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.001132075471698113
2024-12-03 14:05:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0024611020731656447
2024-12-03 14:06:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0014626603702620252
2024-12-03 14:07:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0008767169039368763
2024-12-03 14:08:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0004591368227731864
2024-12-03 14:09:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.003540339039526844
2024-12-03 14:10:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.004885381435550545
2024-12-03 14:11:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0016261518575657757
2024-12-03 14:12:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0006259389083625437
2024-12-03 14:13:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0010436670284712365
2024-12-03 14:14:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0010870474119909692
2024-12-03 14:15:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0007938829231604897
2024-12-03 14:16:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0005896723106730688
2024-12-03 14:17:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0005002709801142285
2024-12-03 14:18:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0011693464188765922
2024-12-03 14:19:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0011682242990654207
2024-12-03 14:20:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0014192686592085489
2024-12-03 14:21:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0026762565861001924
2024-12-03 14:22:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.000751597143930853
2024-12-03 14:23:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0015020653398422831
2024-12-03 14:24:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0008775962221572151
2024-12-03 14:25:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0004594052789842967
2024-12-03 14:26:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0005015673981191223
